Kod_stacji,Nazwa_stacji,Rok,Miesiac,Absolutna_temperatura_maksymalna,Status_pomiaru_TMAX,Srednia_temperatura_maksymalna,Status_pomiaru_TMX,Absolutna_temperatura_minimalna,Status_pomiaru_TMIN,Srednia_temperatura_minimalna,Status_pomiaru_TMNS,Srednia_temperatura_miesieczna,Status_pomiaru_STM,Minimalna_temperatura_przy_gruncie,Status_pomiaru_TMNG,Miesieczna_suma_opadow,Status_pomiaru_SUMM,Maksymalna_dobowa_suma_opadow,Status_pomiaru_OPMX,Pierwszy_dzien_wystapienia_opadu_maksymalnego,Ostatni_dzien_wystapienia_opadu_maksymalnego,Miesieczna_suma_uslonecznienia,Status_pomiaru_SUUS,Maksymalna_wysokosc_pokrywy_snieznej,Status_pomiaru_PKSN,Liczba_dni_z_pokrywa_sniezna,Status_pomiaru_PSDN,Liczba_dni_z_opadem_deszczu,Status_pomiaru_DESD,Liczba_dni_z_opadem_sniegu,Status_pomiaru_SNID,Liczba_dni_z_opadem_deszczu_ze_sniegiem,Status_pomiaru_DSND,Liczba_dni_z_gradem,Status_pomiaru_GRDD,Liczba_dni_z_mgla,Status_pomiaru_MGLD,Liczba_dni_z_zamgleniem,Status_pomiaru_ZAMD,Liczba_dni_z_sadzia,Status_pomiaru_SADD,Liczba_dni_z_gololedzia,Status_pomiaru_GOLD,Liczba_dni_z_zamiecia_sniezna_niska,Status_pomiaru_ZAND,Liczba_dni_z_zamiecia_sniezna_wysoka,Status_pomiaru_ZAWD,Liczba_dni_ze_zmetnieniem,Status_pomiaru_ZMED,Liczba_dni_z_wiatrem_10m_s,Status_pomiaru_W10D,Liczba_dni_z_wiatrem_15m_s,Status_pomiaru_W15D,Liczba_dni_z_burza,Status_pomiaru_BURD,Liczba_dni_z_rosa,Status_pomiaru_ROSD,Liczba_dni_ze_szronem,Status_pomiaru_SZRD
349200660,NOWY S�CZ,2023,03,20.5,,11.7,,-6.5,,.5,,5.6,,-11.6,,37.8,,8.5,,27,,175.9,,0,8,2,,15,,2,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349200660,NOWY S�CZ,2023,04,22.2,,12.7,,-2.7,,3.2,,7.6,,-5.0,,65.8,,14.4,,11,,140.9,,0,8,0,,14,,3,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349200660,NOWY S�CZ,2023,05,25.5,,18.7,,-.6,,6.6,,12.7,,-2.0,,46.3,,20.1,,17,,226.4,,0,8,0,,8,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349200660,NOWY S�CZ,2023,06,30.4,,23.0,,3.9,,11.9,,17.1,,2.0,,69.3,,13.2,,07,,221.6,,0,8,0,,13,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349200660,NOWY S�CZ,2023,07,32.3,,26.2,,10.2,,14.1,,19.7,,9.2,,162.4,,36.1,,25,,261.7,,0,8,0,,14,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349200660,NOWY S�CZ,2023,08,32.4,,26.6,,9.4,,15.4,,20.1,,8.1,,161.8,,32.7,,05,,234.4,,0,8,0,,15,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349200660,NOWY S�CZ,2023,09,29.6,,23.9,,8.0,,12.0,,17.3,,6.4,,79.4,,19.8,,19,,236.3,,0,8,0,,9,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349200660,NOWY S�CZ,2023,10,25.4,,17.6,,-1.0,,7.7,,12.1,,-4.1,,77.6,,20.8,,27,,152.8,,0,8,0,,13,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349200660,NOWY S�CZ,2023,11,16.1,,8.3,,-8.7,,1.6,,4.8,,-14.4,,55.9,,6.2,,11,,69.7,,0,8,3,,19,,3,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349200660,NOWY S�CZ,2023,12,13.6,,4.9,,-11.9,,-1.5,,1.5,,-17.2,,41.7,,10.3,,01,,69.5,,0,8,11,,11,,3,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2023,01,13.8,,4.2,,-3.4,,1.1,,2.5,,-3.7,,94.2,,16.6,,19,,21.0,,27,,13,,8,,7,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2023,02,10.2,,3.1,,-11.6,,-2.0,,.4,,-17.4,,57.4,,10.9,,03,,63.7,,20,,16,,5,,10,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2023,03,17.7,,9.8,,-6.0,,1.2,,5.1,,-6.6,,51.2,,14.8,,27,,168.4,,4,,3,,11,,6,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2023,04,21.1,,12.3,,-3.1,,3.7,,7.6,,-3.3,,34.8,,6.9,,25,,146.4,,4,,1,,11,,4,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2023,05,25.0,,18.1,,1.4,,7.8,,13.0,,-.8,,36.7,,22.9,,17,,244.2,,0,,0,,11,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2023,06,27.9,,21.8,,4.8,,12.2,,16.7,,3.4,,134.8,,49.4,,23,,216.3,,0,,0,,16,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2023,07,31.4,,24.8,,10.7,,14.6,,19.6,,10.1,,99.2,,50.0,,26,,266.8,,0,,0,,11,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2023,08,31.2,,25.7,,9.8,,15.6,,20.2,,9.2,,94.2,,18.9,,30,,228.4,,0,,0,,14,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2023,09,27.5,,22.9,,8.7,,12.9,,17.6,,8.1,,69.5,,18.9,,24,,244.2,,0,,0,,9,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2023,10,22.2,,15.9,,-.8,,8.5,,11.9,,-1.7,,97.6,,32.8,,27,,139.5,,0,,0,,16,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2023,11,16.6,,6.8,,-7.0,,2.2,,4.2,,-11.7,,83.0,,9.9,,20,,44.0,,14,,6,,12,,11,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2023,12,11.5,,3.1,,-7.0,,-.7,,1.1,,-11.2,,56.1,,14.8,,02,,50.3,,18,,15,,5,,13,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349220690,LESKO,2023,01,13.8,,4.4,,-4.2,,.8,,2.4,,-4.6,,84.3,,15.9,,19,,28.6,,27,,13,,10,,8,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349220690,LESKO,2023,02,8.8,,2.8,,-12.8,,-2.5,,.0,,-16.2,,66.3,,10.6,,19,,65.8,,49,,19,,4,,12,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349220690,LESKO,2023,03,16.8,,9.3,,-6.4,,.5,,4.5,,-8.1,,83.8,,20.7,,27,,169.5,,4,,4,,11,,6,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349220690,LESKO,2023,04,19.6,,11.4,,-3.1,,2.7,,6.7,,-2.9,,75.0,,17.9,,30,,114.5,,8,,3,,11,,5,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349220690,LESKO,2023,05,24.3,,18.0,,.6,,7.2,,12.5,,.4,,41.6,,14.1,,17,,215.1,,0,,0,,12,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349220690,LESKO,2023,06,28.2,,21.3,,4.1,,11.5,,16.1,,3.1,,97.7,,17.8,,08,,190.9,,0,,0,,16,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349220690,LESKO,2023,07,30.0,,24.3,,8.5,,13.5,,18.8,,7.5,,103.9,,35.0,,13,,236.6,,0,,0,,16,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349220690,LESKO,2023,08,30.7,,25.6,,8.6,,15.0,,19.7,,8.1,,75.8,,19.9,,07,,222.9,,0,,0,,17,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349220690,LESKO,2023,09,27.8,,22.8,,7.4,,11.9,,16.8,,6.5,,55.4,,13.2,,14,,235.0,,0,,0,,13,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349220690,LESKO,2023,10,21.6,,15.9,,-1.9,,7.9,,11.8,,-4.3,,73.0,,25.6,,27,,128.4,,0,,0,,15,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349220690,LESKO,2023,11,17.7,,6.9,,-8.0,,1.9,,4.2,,-11.9,,70.2,,10.4,,17,,43.5,,0,8,9,,13,,10,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349220690,LESKO,2023,12,10.7,,3.4,,-7.0,,-.8,,1.3,,-9.6,,71.1,,18.0,,02,,50.4,,19,,16,,7,,12,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
350150500,JELENIA G�RA,2023,01,17.7,,5.7,,-8.9,,-.8,,2.7,,-11.3,,34.3,,11.9,,21,,51.7,,19,,11,,8,,8,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
350150500,JELENIA G�RA,2023,02,13.5,,6.0,,-14.0,,-2.8,,1.1,,-16.1,,51.3,,11.9,,03,,94.0,,6,,8,,7,,8,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
350150500,JELENIA G�RA,2023,03,17.8,,10.1,,-10.5,,-.5,,4.5,,-12.8,,30.0,,3.5,,26,,153.6,,4,,8,,11,,10,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
350150500,JELENIA G�RA,2023,04,20.8,,11.3,,-7.4,,1.2,,6.0,,-9.1,,60.3,,33.3,,14,,164.0,,0,,0,,13,,3,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
350150500,JELENIA G�RA,2023,05,23.4,,17.5,,-2.1,,4.8,,11.6,,-4.1,,29.1,,8.5,,14,,297.5,,0,,0,,10,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
350150500,JELENIA G�RA,2023,06,30.5,,23.2,,-.2,,8.5,,16.2,,-3.5,,67.7,,16.3,,26,,281.3,,0,,0,,16,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
