Kod_stacji, Nazwa_stacji, Rok, Miesiac, Absolutna_temperatura_maksymalna, Status_pomiaru_TMAX, Srednia_temperatura_maksymalna, Status_pomiaru_TMX, Absolutna_temperatura_minimalna, Status_pomiaru_TMIN, Srednia_temperatura_minimalna, Status_pomiaru_TMNS, Srednia_temperatura_miesieczna, Status_pomiaru_STM, Minimalna_temperatura_przy_gruncie, Status_pomiaru_TMNG, Miesieczna_suma_opadow, Status_pomiaru_SUMM, Maksymalna_dobowa_suma_opadow, Status_pomiaru_OPMX, Pierwszy_dzien_wystapienia_opadu_maksymalnego, Ostatni_dzien_wystapienia_opadu_maksymalnego, Miesieczna_suma_uslonecznienia, Status_pomiaru_SUUS, Maksymalna_wysokosc_pokrywy_snieznej, Status_pomiaru_PKSN, Liczba_dni_z_pokrywa_sniezna, Status_pomiaru_PSDN, Liczba_dni_z_opadem_deszczu, Status_pomiaru_DESD, Liczba_dni_z_opadem_sniegu, Status_pomiaru_SNID, Liczba_dni_z_opadem_deszczu_ze_sniegiem, Status_pomiaru_DSND, Liczba_dni_z_gradem, Status_pomiaru_GRDD, Liczba_dni_z_mgla, Status_pomiaru_MGLD, Liczba_dni_z_zamgleniem, Status_pomiaru_ZAMD, Liczba_dni_z_sadzia, Status_pomiaru_SADD, Liczba_dni_z_gololedzia, Status_pomiaru_GOLD, Liczba_dni_z_zamiecia_sniezna_niska, Status_pomiaru_ZAND, Liczba_dni_z_zamiecia_sniezna_wysoka, Status_pomiaru_ZAWD, Liczba_dni_ze_zmetnieniem, Status_pomiaru_ZMED, Liczba_dni_z_wiatrem_10m_s, Status_pomiaru_W10D, Liczba_dni_z_wiatrem_15m_s, Status_pomiaru_W15D, Liczba_dni_z_burza, Status_pomiaru_BURD, Liczba_dni_z_rosa, Status_pomiaru_ROSD, Liczba_dni_ze_szronem, Status_pomiaru_SZRD
349190600,BIELSKO-BIA�A,2014,12,11.9,,4.2,,-14.6,,-1.2,,1.5,,-21.2,,34.7,,10.0,,16,,.0,8,9,,6,,8,,9,,6,,0,,7,,24,,3,,2,,0,,0,,0,,10,,1,,0,,0,,5,
349190625,ZAKOPANE,2014,01,14.6,,3.8,,-16.0,,-4.5,,-1.1,,-18.3,,25.4,,5.4,,04,,51.2,,11,,13,,7,,10,,1,,0,,5,,30,,4,,2,,0,,0,,0,,1,,0,,0,,0,,13,
349190625,ZAKOPANE,2014,02,12.2,,6.6,,-7.4,,-2.2,,2.1,,-12.6,,47.6,,21.4,,12,,88.4,,18,,12,,0,,9,,6,,0,,5,,22,,2,,0,,0,,0,,0,,0,,0,,0,,0,,16,
349190625,ZAKOPANE,2014,03,16.8,,9.7,,-4.1,,-.5,,4.1,,-6.4,,74.7,,27.2,,16,,151.6,,11,,3,,3,,5,,5,,0,,6,,19,,4,,1,,0,,1,,0,,0,,0,,0,,0,,15,
349190625,ZAKOPANE,2014,04,18.5,,12.4,,-1.3,,3.0,,7.1,,-3.4,,95.6,,21.6,,08,,107.9,,5,,2,,16,,5,,2,,2,,3,,23,,0,,0,,0,,0,,0,,0,,0,,6,,16,,9,
349190625,ZAKOPANE,2014,05,25.0,,15.2,,-1.5,,5.9,,10.3,,-2.7,,345.5,,104.2,,15,,175.6,,0,,0,,20,,2,,1,,2,,2,,16,,0,,0,,0,,0,,0,,0,,0,,6,,19,,2,
349190625,ZAKOPANE,2014,06,27.9,,18.2,,3.8,,8.3,,13.2,,1.5,,78.6,,27.7,,30,,188.2,,0,,0,,15,,0,,0,,0,,2,,10,,0,,0,,0,,0,,0,,0,,0,,3,,22,,0,
349190625,ZAKOPANE,2014,07,26.5,,21.3,,5.2,,11.4,,16.0,,3.9,,239.2,,42.9,,11,,153.6,,0,,0,,25,,0,,0,,0,,2,,21,,0,,0,,0,,0,,0,,0,,0,,15,,18,,0,
349190625,ZAKOPANE,2014,08,26.5,,19.6,,3.5,,9.6,,14.1,,1.3,,224.4,,34.3,,10,,132.4,,0,,0,,21,,0,,0,,0,,4,,23,,0,,0,,0,,0,,0,,0,,0,,8,,17,,0,
349190625,ZAKOPANE,2014,09,21.9,,17.2,,.1,,7.7,,11.9,,-1.2,,102.0,,11.5,,16,,100.8,,0,,0,,18,,0,,0,,0,,1,,29,,0,,0,,0,,0,,0,,0,,0,,3,,15,,2,
349190625,ZAKOPANE,2014,10,20.4,,13.1,,-3.4,,3.4,,7.7,,-5.6,,77.1,,19.4,,01,,127.9,,0,,0,,10,,1,,1,,0,,6,,29,,2,,0,,0,,0,,0,,0,,0,,0,,23,,9,
349190625,ZAKOPANE,2014,11,17.0,,8.7,,-13.9,,1.3,,4.6,,-18.2,,18.3,,7.2,,24,,91.4,,11,,6,,4,,4,,1,,0,,12,,25,,2,,1,,0,,0,,0,,2,,0,,0,,10,,8,
349190625,ZAKOPANE,2014,12,10.7,,2.4,,-18.6,,-4.2,,-1.1,,-23.5,,32.6,,5.3,,26,,53.9,,20,,25,,3,,12,,1,,0,,7,,24,,5,,4,,1,,1,,0,,1,,0,,0,,0,,9,
349190650,KASPROWY WIERCH,2014,01,4.6,,-2.2,,-13.8,,-7.3,,-4.8,,.0,8,70.5,,16.9,,20,,67.4,,65,,31,,0,,21,,1,,0,,27,,0,,27,,0,,0,,25,,0,,25,,13,,0,,0,,0,
349190650,KASPROWY WIERCH,2014,02,4.0,,-2.0,,-10.3,,-6.8,,-4.4,,.0,8,81.9,,19.0,,12,,93.8,,90,,28,,0,,15,,0,,0,,25,,0,,25,,1,,0,,22,,0,,23,,16,,0,,0,,0,
349190650,KASPROWY WIERCH,2014,03,5.1,,.3,,-9.1,,-4.7,,-2.2,,.0,8,103.3,,30.3,,16,,159.2,,77,,31,,0,,14,,1,,0,,23,,0,,21,,2,,0,,14,,0,,16,,5,,0,,0,,0,
349190650,KASPROWY WIERCH,2014,04,6.5,,2.1,,-8.5,,-2.2,,-.3,,.0,8,170.7,,33.2,,15,,103.3,,101,,30,,5,,17,,5,,5,,28,,0,,16,,0,,0,,8,,0,,10,,0,,4,,0,,0,
349190650,KASPROWY WIERCH,2014,05,13.1,,4.9,,-7.2,,.3,,2.3,,.0,8,411.4,,130.1,,15,,156.5,,106,,24,,9,,15,,9,,2,,24,,0,,11,,1,,0,,6,,0,,18,,3,,5,,0,,0,
349190650,KASPROWY WIERCH,2014,06,19.5,,8.7,,-1.0,,3.0,,5.4,,.0,8,129.8,,42.1,,30,,172.7,,0,,0,,7,,8,,4,,4,,22,,0,,0,,0,,0,,0,,0,,10,,2,,2,,0,,0,
349190650,KASPROWY WIERCH,2014,07,16.4,,12.1,,1.2,,7.1,,9.2,,.0,8,403.1,,89.2,,11,,134.1,,0,,0,,26,,0,,0,,4,,26,,0,,0,,0,,0,,0,,0,,13,,1,,13,,1,,0,
349190650,KASPROWY WIERCH,2014,08,17.4,,10.5,,-1.6,,5.0,,7.2,,.0,8,276.3,,59.5,,05,,139.4,,0,,0,,19,,2,,1,,4,,26,,0,,3,,0,,0,,1,,0,,16,,2,,9,,6,,0,
349190650,KASPROWY WIERCH,2014,09,14.0,,9.0,,-7.1,,4.1,,6.3,,.0,8,141.2,,24.2,,11,,130.6,,15,,6,,15,,4,,3,,1,,25,,0,,4,,0,,0,,2,,0,,10,,0,,2,,2,,0,
349190650,KASPROWY WIERCH,2014,10,12.6,,5.4,,-4.8,,1.0,,3.0,,.0,8,122.0,,43.6,,01,,119.6,,28,,10,,12,,2,,1,,0,,24,,0,,4,,0,,0,,1,,0,,20,,7,,0,,1,,4,
349190650,KASPROWY WIERCH,2014,11,7.3,,2.1,,-11.2,,-1.4,,.2,,.0,8,34.3,,10.4,,07,,95.1,,13,,15,,3,,7,,1,,0,,22,,0,,11,,0,,0,,3,,0,,14,,7,,0,,1,,0,
349190650,KASPROWY WIERCH,2014,12,3.4,,-3.2,,-22.0,,-8.4,,-5.7,,.0,8,67.2,,11.5,,29,,61.3,,35,,31,,0,,20,,1,,0,,27,,0,,25,,0,,0,,22,,0,,24,,9,,0,,0,,0,
349200660,NOWY S�CZ,2014,01,12.9,,4.6,,-13.6,,-2.4,,.8,,-12.5,,22.5,,6.3,,25,,54.1,,15,,10,,7,,8,,1,,0,,5,,24,,0,,1,,0,,0,,3,,1,,0,,1,,8,,6,
349200660,NOWY S�CZ,2014,02,13.5,,9.4,,-4.2,,.1,,4.3,,-5.2,,23.1,,7.4,,12,,88.8,,6,,2,,8,,1,,2,,0,,7,,22,,0,,0,,0,,0,,3,,0,,0,,0,,5,,6,
349200660,NOWY S�CZ,2014,03,21.2,,12.7,,-4.3,,1.5,,6.7,,-6.8,,39.1,,16.0,,24,,132.8,,0,,0,,10,,0,,0,,1,,6,,27,,0,,0,,0,,0,,9,,3,,0,,0,,22,,10,
349200660,NOWY S�CZ,2014,04,22.4,,16.4,,-.1,,5.1,,10.1,,-3.3,,60.9,,15.2,,08,,121.9,,0,,0,,16,,0,,0,,0,,10,,28,,0,,0,,0,,0,,1,,0,,0,,6,,18,,0,
349200660,NOWY S�CZ,2014,05,29.1,,19.7,,-.4,,8.5,,13.8,,-2.6,,193.5,,52.1,,15,,217.8,,0,,0,,17,,0,,0,,1,,1,,18,,0,,0,,0,,0,,0,,0,,0,,9,,15,,0,
349200660,NOWY S�CZ,2014,06,31.8,,22.5,,6.3,,10.8,,16.3,,4.0,,74.8,,32.1,,30,,220.7,,0,,0,,12,,0,,0,,1,,4,,19,,0,,0,,0,,0,,0,,1,,0,,3,,18,,0,
349200660,NOWY S�CZ,2014,07,30.8,,26.1,,8.1,,14.8,,19.8,,6.3,,166.8,,41.0,,11,,212.6,,0,,0,,18,,0,,0,,1,,5,,24,,0,,0,,0,,0,,0,,0,,0,,17,,21,,0,
349200660,NOWY S�CZ,2014,08,31.9,,23.4,,6.1,,13.2,,17.3,,4.4,,183.4,,47.7,,07,,166.6,,0,,0,,22,,0,,0,,0,,8,,23,,0,,0,,0,,0,,0,,0,,0,,12,,14,,0,
349200660,NOWY S�CZ,2014,09,26.4,,20.8,,3.4,,10.5,,14.9,,1.1,,61.5,,17.7,,09,,132.4,,0,,0,,12,,0,,0,,0,,15,,28,,0,,0,,0,,0,,0,,0,,0,,4,,21,,0,
349200660,NOWY S�CZ,2014,10,24.4,,15.6,,-4.3,,6.3,,10.1,,-5.8,,46.0,,14.5,,22,,145.4,,0,,0,,10,,0,,0,,0,,18,,29,,0,,0,,0,,0,,2,,0,,0,,0,,20,,0,
349200660,NOWY S�CZ,2014,11,20.8,,10.5,,-6.2,,4.1,,6.9,,-10.3,,18.9,,6.5,,19,,84.2,,0,8,0,,9,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349200660,NOWY S�CZ,2014,12,12.7,,4.3,,-17.1,,-1.1,,1.4,,-22.0,,7.3,,3.0,,16,,47.7,,0,8,0,,7,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2014,01,9.5,,2.1,,-13.0,,-2.2,,-.2,,-14.7,,36.8,,6.3,,25,,44.0,,13,,6,,8,,10,,2,,0,,1,,25,,0,,3,,3,,0,,0,,2,,0,,1,,5,,2,
349210670,KROSNO,2014,02,11.8,,7.4,,-2.4,,1.2,,4.0,,-5.7,,26.2,,7.3,,09,,94.1,,9,,7,,6,,3,,3,,0,,5,,22,,0,,0,,0,,0,,0,,2,,0,,0,,0,,7,
349210670,KROSNO,2014,03,18.5,,11.2,,-2.9,,2.6,,6.8,,-3.6,,55.4,,21.0,,16,,182.8,,0,,0,,7,,3,,4,,0,,3,,24,,0,,0,,0,,0,,2,,6,,0,,0,,5,,7,
349210670,KROSNO,2014,04,22.4,,15.5,,.2,,5.6,,10.0,,-1.5,,63.7,,17.4,,25,,181.3,,0,,0,,19,,0,,0,,0,,7,,21,,0,,0,,0,,0,,0,,1,,0,,6,,17,,1,
349210670,KROSNO,2014,05,27.5,,18.9,,-.2,,9.0,,13.6,,-.5,,119.0,,34.8,,15,,245.8,,0,,0,,17,,0,,0,,0,,6,,18,,0,,0,,0,,0,,0,,1,,0,,10,,15,,0,
349210670,KROSNO,2014,06,29.6,,21.6,,6.9,,10.5,,16.0,,6.7,,52.9,,23.8,,30,,262.9,,0,,0,,13,,0,,0,,0,,9,,21,,0,,0,,0,,0,,0,,0,,0,,2,,21,,0,
349210670,KROSNO,2014,07,30.0,,25.2,,9.7,,15.1,,19.6,,9.4,,164.2,,38.2,,11,,251.9,,0,,0,,17,,0,,0,,0,,10,,22,,0,,0,,0,,0,,0,,0,,0,,16,,23,,0,
349210670,KROSNO,2014,08,30.3,,22.6,,7.6,,13.4,,17.4,,6.6,,67.9,,9.9,,19,,203.8,,0,,0,,18,,0,,0,,0,,14,,23,,0,,0,,0,,0,,0,,0,,0,,10,,20,,0,
349210670,KROSNO,2014,09,25.9,,20.1,,5.1,,10.7,,14.9,,4.3,,31.3,,12.0,,22,,215.8,,0,,0,,11,,0,,0,,0,,11,,22,,0,,0,,0,,0,,0,,1,,0,,1,,25,,0,
349210670,KROSNO,2014,10,22.5,,14.5,,-3.1,,6.9,,10.0,,-2.2,,50.0,,20.9,,22,,.0,8,0,8,0,,12,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2014,11,18.0,,8.7,,-5.1,,3.7,,5.7,,-5.0,,5.7,,2.7,,25,,.0,8,0,8,0,,8,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349210670,KROSNO,2014,12,10.4,,2.7,,-17.9,,-1.7,,.4,,-18.4,,18.1,,5.7,,22,,.0,8,0,8,0,,11,,0,,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
349220690,LESKO,2014,01,10.6,,2.8,,-12.5,,-2.5,,.0,,-15.3,,32.1,,6.1,,25,,36.7,,18,,7,,7,,12,,1,,0,,4,,21,,0,,3,,3,,0,,0,,1,,0,,0,,3,,5,
349220690,LESKO,2014,02,13.6,,7.9,,-3.8,,.6,,4.0,,-7.9,,33.7,,8.3,,22,,83.5,,15,,8,,7,,3,,1,,0,,7,,22,,0,,0,,0,,0,,0,,0,,0,,0,,1,,10,
349220690,LESKO,2014,03,18.5,,11.0,,-3.4,,1.8,,6.2,,-5.0,,62.5,,27.4,,16,,142.3,,0,,0,,7,,4,,3,,0,,3,,21,,0,,0,,0,,0,,2,,3,,0,,1,,5,,11,
349220690,LESKO,2014,04,21.2,,14.8,,-1.6,,4.4,,9.2,,-4.0,,60.3,,14.1,,25,,143.9,,0,,0,,18,,1,,0,,2,,13,,26,,0,,0,,0,,0,,0,,0,,0,,5,,9,,3,
349220690,LESKO,2014,05,27.9,,18.5,,-1.6,,7.8,,12.7,,-2.6,,186.2,,50.8,,15,,222.1,,0,,0,,20,,0,,0,,1,,10,,24,,0,,0,,0,,0,,0,,0,,0,,9,,14,,2,
349220690,LESKO,2014,06,28.9,,21.0,,5.9,,9.7,,15.1,,4.0,,50.6,,15.4,,30,,239.8,,0,,0,,13,,0,,0,,1,,8,,22,,0,,0,,0,,0,,0,,0,,0,,2,,24,,0,
349220690,LESKO,2014,07,29.1,,24.6,,8.1,,13.8,,18.6,,7.6,,142.6,,40.6,,11,,215.6,,0,,0,,18,,0,,0,,1,,12,,29,,0,,0,,0,,0,,0,,0,,0,,14,,25,,0,
349220690,LESKO,2014,08,29.9,,22.4,,6.5,,12.6,,16.8,,4.8,,93.2,,13.0,,14,,196.4,,0,,0,,19,,0,,0,,0,,15,,24,,0,,0,,0,,0,,0,,0,,0,,10,,24,,0,
349220690,LESKO,2014,09,25.0,,19.6,,4.5,,9.6,,14.1,,2.7,,57.3,,23.0,,09,,173.5,,0,,0,,14,,0,,0,,0,,12,,28,,0,,0,,0,,0,,0,,1,,0,,2,,22,,0,
349220690,LESKO,2014,10,22.3,,14.7,,-2.0,,6.0,,9.7,,-4.2,,64.5,,21.8,,22,,151.6,,0,,0,,11,,1,,0,,0,,15,,25,,0,,1,,0,,0,,0,,0,,0,,0,,20,,6,
349220690,LESKO,2014,11,20.4,,9.0,,-5.7,,3.0,,5.4,,-6.5,,15.2,,6.7,,16,,98.3,,0,,0,,5,,6,,3,,0,,11,,26,,0,,0,,0,,0,,1,,0,,0,,0,,10,,8,
349220690,LESKO,2014,12,10.9,,2.9,,-19.3,,-1.9,,.3,,-22.1,,28.5,,5.6,,21,,65.1,,11,,10,,7,,12,,2,,0,,7,,23,,0,,2,,0,,0,,0,,2,,0,,0,,2,,5,
350150500,JELENIA G�RA,2014,01,13.5,,4.1,,-22.6,,-4.1,,.0,,-26.1,,25.1,,5.5,,21,,84.4,,10,,13,,8,,7,,4,,0,,4,,26,,0,,0,,0,,0,,0,,8,,1,,0,,0,,6,
350150500,JELENIA G�RA,2014,02,12.8,,9.1,,-8.2,,-2.8,,2.9,,-11.0,,3.1,,1.9,,02,,145.4,,1,,1,,3,,1,,3,,0,,0,,24,,0,,0,,0,,0,,0,,4,,0,,0,,0,,15,
350150500,JELENIA G�RA,2014,03,20.5,,12.6,,-6.2,,-.4,,5.8,,-8.9,,78.3,,27.6,,23,,179.1,,3,,2,,7,,3,,2,,0,,13,,28,,0,,0,,0,,0,,6,,4,,0,,0,,0,,9,
350150500,JELENIA G�RA,2014,04,21.3,,15.4,,-4.3,,3.7,,9.3,,-7.1,,59.1,,17.4,,24,,153.0,,0,,0,,15,,0,,0,,0,,11,,28,,0,,0,,0,,0,,0,,1,,0,,3,,2,,3,
350150500,JELENIA G�RA,2014,05,27.4,,17.2,,-1.3,,6.9,,12.0,,-4.4,,121.7,,35.6,,17,,180.2,,0,,0,,21,,0,,0,,0,,12,,23,,0,,0,,0,,0,,0,,0,,0,,7,,1,,1,
350150500,JELENIA G�RA,2014,06,31.6,,21.0,,3.9,,8.6,,15.2,,.7,,63.6,,30.3,,25,,232.0,,0,,0,,11,,0,,0,,0,,6,,21,,0,,0,,0,,0,,0,,0,,0,,1,,9,,0,
350150500,JELENIA G�RA,2014,07,31.1,,25.2,,5.6,,12.8,,19.1,,4.9,,184.6,,45.8,,07,,260.6,,0,,0,,16,,0,,0,,0,,9,,24,,0,,0,,0,,0,,0,,0,,0,,7,,8,,0,
350150500,JELENIA G�RA,2014,08,29.6,,21.4,,2.5,,10.5,,15.7,,1.1,,72.7,,31.8,,15,,180.4,,0,,0,,21,,0,,0,,0,,14,,23,,0,,0,,0,,0,,0,,0,,0,,5,,3,,0,
350150500,JELENIA G�RA,2014,09,26.0,,19.1,,-.3,,9.3,,13.8,,-.4,,115.2,,27.0,,01,,140.5,,0,,0,,19,,0,,0,,0,,22,,30,,0,,0,,0,,0,,0,,0,,0,,5,,3,,0,
350150500,JELENIA G�RA,2014,10,23.6,,16.5,,-3.4,,5.4,,10.1,,-5.6,,61.4,,20.5,,22,,158.1,,0,,0,,15,,0,,0,,0,,22,,30,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,
350150500,JELENIA G�RA,2014,11,19.0,,10.1,,-4.2,,2.3,,6.0,,-6.1,,9.1,,4.4,,18,,101.8,,0,,0,,8,,0,,0,,0,,13,,27,,0,,0,,0,,0,,0,,2,,0,,0,,0,,2,
350150500,JELENIA G�RA,2014,12,12.2,,4.9,,-10.8,,-.8,,1.9,,-13.9,,19.6,,3.0,,29,,.0,8,9,,6,,10,,8,,2,,0,,6,,22,,0,,0,,0,,0,,0,,7,,0,,0,,0,,3,
350150510,�NIE�KA,2014,01,2.9,,-1.6,,-14.6,,-6.3,,-4.2,,.0,8,38.8,,5.2,,04,,72.6,,38,,31,,11,,17,,0,,0,,31,,0,,29,,0,,9,,21,,0,,26,,19,,0,,0,,0,
350150510,�NIE�KA,2014,02,3.3,,-1.4,,-8.1,,-5.7,,-3.9,,.0,8,18.9,,2.9,,10,,84.5,,45,,28,,6,,13,,0,,0,,27,,0,,27,,0,,11,,23,,0,,25,,21,,0,,0,,0,
350150510,�NIE�KA,2014,03,7.8,,2.2,,-6.7,,-2.6,,-.2,,.0,8,63.3,,18.0,,24,,169.2,,50,,31,,6,,12,,1,,0,,22,,1,,19,,0,,4,,13,,0,,30,,18,,1,,0,,0,
350150510,�NIE�KA,2014,04,9.0,,4.0,,-7.2,,-.1,,1.8,,.0,8,49.1,,10.2,,09,,107.3,,33,,17,,12,,7,,1,,1,,26,,2,,8,,0,,2,,8,,0,,23,,10,,6,,0,,0,
350150510,�NIE�KA,2014,05,16.6,,6.3,,-5.7,,1.4,,3.4,,.0,8,120.8,,17.9,,17,,118.0,,0,,0,,16,,9,,4,,1,,28,,0,,14,,1,,0,,4,,0,,28,,16,,6,,0,,0,
350150510,�NIE�KA,2014,06,20.8,,9.6,,-1.0,,4.7,,6.9,,.0,8,73.0,,36.0,,25,,170.8,,0,,0,,17,,0,,0,,2,,23,,0,,0,,0,,0,,0,,0,,26,,12,,2,,0,,0,
350150510,�NIE�KA,2014,07,20.3,,14.1,,2.4,,9.2,,11.3,,.0,8,127.9,,32.7,,09,,180.5,,0,,0,,18,,1,,0,,1,,22,,0,,0,,0,,0,,0,,0,,24,,5,,6,,0,,0,
350150510,�NIE�KA,2014,08,17.7,,10.1,,.4,,5.8,,7.7,,.0,8,95.8,,20.7,,15,,142.1,,0,,0,,23,,1,,1,,0,,27,,0,,0,,0,,0,,0,,0,,26,,12,,4,,0,,0,
350150510,�NIE�KA,2014,09,15.8,,9.9,,-3.8,,5.4,,7.5,,.0,8,94.7,,17.1,,01,,114.4,,0,,0,,22,,1,,1,,0,,27,,0,,2,,0,,0,,1,,0,,28,,13,,4,,0,,0,
350150510,�NIE�KA,2014,10,14.1,,7.2,,-2.4,,2.7,,4.9,,.0,8,53.6,,9.5,,22,,122.4,,0,,0,,19,,2,,2,,0,,28,,0,,3,,1,,0,,1,,0,,28,,18,,0,,0,,0,
350150510,�NIE�KA,2014,11,9.7,,4.2,,-8.7,,-.1,,2.0,,.0,8,33.9,,5.4,,15,,100.3,,3,,6,,13,,3,,1,,0,,23,,0,,10,,0,,2,,1,,0,,25,,14,,0,,0,,0,
350150510,�NIE�KA,2014,12,3.1,,-2.9,,-18.1,,-6.8,,-5.0,,.0,8,117.2,,13.4,,11,,29.0,,47,,27,,7,,23,,1,,0,,30,,0,,30,,0,,4,,24,,0,,30,,25,,0,,0,,0,
350160520,K�ODZKO,2014,01,10.6,,2.5,,-15.4,,-2.5,,.1,,-18.9,,21.6,,7.1,,20,,45.0,,3,,10,,8,,7,,2,,0,,10,,22,,0,,1,,2,,0,,0,,13,,2,,0,,5,,6,
350160520,K�ODZKO,2014,02,10.3,,6.7,,-6.1,,-.7,,2.9,,-8.9,,2.6,,1.3,,09,,127.7,,0,,0,,6,,0,,2,,1,,4,,14,,1,,1,,0,,0,,2,,13,,6,,0,,5,,18,
350160520,K�ODZKO,2014,03,19.3,,12.0,,-5.4,,.8,,5.9,,-8.0,,39.2,,31.0,,23,,177.7,,1,,1,,8,,2,,1,,1,,12,,25,,0,,0,,0,,0,,9,,6,,0,,0,,12,,12,
