Kod_stacji,Nazwa_stacji,Rok,Miesiac,Absolutna_temperatura_maksymalna,Status_pomiaru_TMAX,Srednia_temperatura_maksymalna,Status_pomiaru_TMXS,Absolutna_temperatura_minimalna,Status_pomiaru_TMIN,Srednia_temperatura_minimalna,Status_pomiaru_TMNS,Srednia_temperatura_miesieczna,Status_pomiaru_STM,Minimalna_temperatura_przy_gruncie,Status_pomiaru_TMNG,_Miesieczna_suma_opadow,Status_pomiaru_SUMM,Maksymalna_dobowa_suma_opadow,Status_pomiaru_OPMX,Pierwszy_dzien_wystapienia_opadu_maksymalnego,Ostatni_dzien_wystapienia_opadu_maksymalnego,Maksymalna_wysokosc_pokrywy_sniezne,Status_pomiaru_PKSN,Liczba_dni_z_pokrywa_sniezna,Liczba_dni_z_opadem_deszczu,Liczba_dni_z_opadem_sniegu
"249180130,""CIESZYN"",""2014"",""09"",26.9,"""",20.8,"""",2.7,"""",11.8,"""",15.2,"""",.9,"""",109.0,"""",34.1,"""",""21"","""",0,"""",0,14,0"
"249180130,""CIESZYN"",""2014"",""10"",25.0,"""",16.4,"""",-2.8,"""",7.1,"""",10.6,"""",-4.9,"""",63.1,"""",25.0,"""",""22"","""",0,"""",0,10,0"
"249180130,""CIESZYN"",""2014"",""11"",19.6,"""",10.8,"""",-4.6,"""",4.9,"""",7.3,"""",-5.9,"""",48.6,"""",17.2,"""",""07"","""",0,"""",0,11,0"
"249180130,""CIESZYN"",""2014"",""12"",13.3,"""",4.6,"""",-16.1,"""",-.9,"""",1.7,"""",-18.0,"""",30.8,"""",5.2,"""",""16"","""",5,"""",5,13,5"
"249180160,""BRENNA"",""2014"",""01"",14.7,"""",5.1,"""",-15.5,"""",-1.4,"""",1.6,"""",-18.8,"""",32.9,"""",14.8,"""",""20"","""",5,"""",7,11,6"
"249180160,""BRENNA"",""2014"",""02"",12.7,"""",9.2,"""",-4.2,"""",1.0,"""",4.3,"""",-7.7,"""",27.4,"""",15.0,"""",""12"","""",8,"""",1,7,1"
"249180160,""BRENNA"",""2014"",""03"",20.2,"""",12.0,"""",-3.9,"""",1.8,"""",6.1,"""",-7.7,"""",46.8,"""",14.7,"""",""16"","""",0,"""",0,7,1"
"249180160,""BRENNA"",""2014"",""04"",21.7,"""",15.2,"""",-.4,"""",5.2,"""",9.8,"""",-4.3,"""",69.0,"""",18.8,"""",""25"","""",0,"""",0,17,0"
"249180160,""BRENNA"",""2014"",""05"",27.9,"""",18.1,"""",.8,"""",8.2,"""",13.2,"""",-1.5,"""",297.7,"""",100.3,"""",""15"","""",0,"""",0,18,0"
"249180160,""BRENNA"",""2014"",""06"",30.8,"""",21.3,"""",6.0,"""",10.7,"""",16.2,"""",3.0,"""",100.9,"""",41.5,"""",""30"","""",0,"""",0,13,0"
"249180160,""BRENNA"",""2014"",""07"",30.7,"""",25.0,"""",9.8,"""",14.7,"""",19.8,"""",6.9,"""",121.0,"""",23.7,"""",""11"","""",0,"""",0,16,0"
"249180160,""BRENNA"",""2014"",""08"",30.3,"""",21.7,"""",6.7,"""",12.8,"""",16.8,"""",5.4,"""",153.6,"""",29.4,"""",""03"","""",0,"""",0,22,0"
"249180160,""BRENNA"",""2014"",""09"",24.7,"""",19.2,"""",2.5,"""",11.1,"""",14.4,"""",1.0,"""",91.5,"""",29.0,"""",""21"","""",0,"""",0,19,0"
"249180160,""BRENNA"",""2014"",""10"",23.5,"""",15.1,"""",-1.5,"""",7.1,"""",10.3,"""",-6.5,"""",90.2,"""",39.0,"""",""22"","""",0,"""",0,11,0"
"249180160,""BRENNA"",""2014"",""11"",18.8,"""",10.2,"""",-7.3,"""",3.7,"""",6.5,"""",-10.5,"""",49.7,"""",14.1,"""",""07"","""",0,"""",0,10,0"
"249180160,""BRENNA"",""2014"",""12"",11.9,"""",4.5,"""",-15.1,"""",-1.4,"""",1.4,"""",-18.9,"""",39.4,"""",11.4,"""",""16"","""",8,"""",5,9,7"
"249180230,""WIS£A"",""2014"",""01"",13.8,"""",4.4,"""",-14.5,"""",-2.3,"""",.8,"""",-15.7,"""",32.9,"""",13.2,"""",""20"","""",4,"""",9,12,10"
"249180230,""WIS£A"",""2014"",""02"",12.4,"""",8.3,"""",-8.1,"""",-1.3,"""",2.8,"""",-11.1,"""",27.6,"""",13.6,"""",""12"","""",8,"""",3,8,2"
"249180230,""WIS£A"",""2014"",""03"",19.1,"""",12.2,"""",-5.4,"""",-.4,"""",4.8,"""",-6.9,"""",97.0,"""",42.5,"""",""16"","""",0,"""",0,6,2"
"249180230,""WIS£A"",""2014"",""04"",20.3,"""",15.2,"""",-1.9,"""",3.5,"""",8.8,"""",-4.0,"""",89.4,"""",17.8,"""",""25"","""",0,"""",0,16,0"
"249180230,""WIS£A"",""2014"",""05"",28.0,"""",18.2,"""",-2.2,"""",6.6,"""",12.3,"""",.0,""8"",294.4,"""",94.4,"""",""15"","""",0,"""",0,18,0"
"249180230,""WIS£A"",""2014"",""06"",31.1,"""",21.5,"""",3.0,"""",8.5,"""",15.1,"""",2.8,"""",131.2,"""",33.9,"""",""30"","""",0,"""",0,15,0"
"249180230,""WIS£A"",""2014"",""07"",30.2,"""",25.2,"""",6.7,"""",12.4,"""",18.5,"""",6.5,"""",158.6,"""",38.9,"""",""26"","""",0,"""",0,18,0"
"249180230,""WIS£A"",""2014"",""08"",29.7,"""",21.3,"""",4.6,"""",10.8,"""",15.6,"""",4.5,"""",123.1,"""",29.2,"""",""23"","""",0,"""",0,23,0"
"249180230,""WIS£A"",""2014"",""09"",25.3,"""",19.5,"""",.6,"""",9.1,"""",13.4,"""",.9,"""",122.9,"""",22.3,"""",""09"","""",0,"""",0,17,0"
"249180230,""WIS£A"",""2014"",""10"",22.8,"""",15.4,"""",-3.8,"""",4.7,"""",9.0,"""",-4.9,"""",91.1,"""",32.2,"""",""22"","""",0,"""",0,11,0"
"249180230,""WIS£A"",""2014"",""11"",17.9,"""",9.8,"""",-7.1,"""",2.3,"""",5.5,"""",-8.0,"""",43.4,"""",12.2,"""",""07"","""",0,"""",0,11,2"
"249180230,""WIS£A"",""2014"",""12"",11.2,"""",4.5,"""",-18.5,"""",-3.2,"""",.7,"""",-23.1,"""",73.5,"""",10.4,"""",""18"","""",19,"""",6,8,14"
"249190090,""INWA£D"",""2014"",""01"",13.4,"""",3.4,"""",-14.5,"""",-2.4,"""",.1,"""",.0,""8"",36.4,"""",12.1,"""",""20"","""",5,"""",9,10,7"
"249190090,""INWA£D"",""2014"",""02"",12.4,"""",8.7,"""",-4.8,"""",.4,"""",4.0,"""",.0,""8"",22.1,"""",10.8,"""",""12"","""",4,"""",2,5,1"
"249190090,""INWA£D"",""2014"",""03"",20.5,"""",11.7,"""",-1.5,"""",2.8,"""",6.7,"""",.0,""8"",44.5,"""",23.6,"""",""15"","""",0,"""",0,9,0"
"249190090,""INWA£D"",""2014"",""04"",25.4,"""",15.5,"""",-.5,"""",6.0,"""",10.2,"""",.0,""8"",76.9,"""",22.1,"""",""27"","""",0,"""",0,17,0"
"249190090,""INWA£D"",""2014"",""05"",28.4,"""",18.1,"""",1.2,"""",9.3,"""",13.4,"""",.0,""8"",212.0,"""",59.5,"""",""15"","""",0,"""",0,20,0"
"249190090,""INWA£D"",""2014"",""06"",30.8,"""",21.3,"""",7.4,"""",11.5,"""",16.4,"""",.0,""8"",100.0,"""",41.9,"""",""30"","""",0,"""",0,15,0"
"249190090,""INWA£D"",""2014"",""07"",29.8,"""",25.2,"""",9.9,"""",15.5,"""",20.2,"""",.0,""8"",189.0,"""",88.0,"""",""31"","""",0,"""",0,19,0"
"249190090,""INWA£D"",""2014"",""08"",29.2,"""",22.0,"""",7.5,"""",13.9,"""",17.3,"""",.0,""8"",120.2,"""",21.1,"""",""03"","""",0,"""",0,20,0"
"249190090,""INWA£D"",""2014"",""09"",25.1,"""",19.1,"""",4.4,"""",11.3,"""",14.6,"""",.0,""8"",79.8,"""",34.2,"""",""21"","""",0,"""",0,14,0"
"249190090,""INWA£D"",""2014"",""10"",24.4,"""",14.9,"""",-2.8,"""",7.0,"""",10.3,"""",.0,""8"",76.3,"""",19.3,"""",""22"","""",0,"""",0,16,0"
"249190090,""INWA£D"",""2014"",""11"",19.5,"""",9.6,"""",-4.6,"""",4.0,"""",6.4,"""",.0,""8"",42.6,"""",11.0,"""",""19"","""",0,"""",0,13,0"
"249190090,""INWA£D"",""2014"",""12"",12.4,"""",4.0,"""",-13.1,"""",-.8,"""",1.4,"""",.0,""8"",37.4,"""",13.2,"""",""16"","""",8,"""",5,11,5"
"249190190,""MAKÓW PODHALAÑSKI"",""2014"",""01"",13.7,"""",5.4,"""",-17.6,"""",-3.5,"""",.1,"""",.0,""8"",20.8,"""",6.6,"""",""20"","""",0,"""",0,13,0"
"249190190,""MAKÓW PODHALAÑSKI"",""2014"",""02"",14.7,"""",10.1,"""",-8.1,"""",-2.0,"""",2.7,"""",.0,""8"",.0,""8"",.0,""8"",""19"",""22"",0,"""",0,0,0"
"249190190,""MAKÓW PODHALAÑSKI"",""2014"",""03"",21.1,"""",12.8,"""",-5.8,"""",.1,"""",5.3,"""",.0,""8"",40.7,"""",14.0,"""",""15"","""",0,"""",0,9,0"
"249190190,""MAKÓW PODHALAÑSKI"",""2014"",""04"",22.2,"""",15.9,"""",-1.9,"""",3.9,"""",9.0,"""",.0,""8"",98.3,"""",16.7,"""",""27"","""",0,"""",0,19,0"
"249190190,""MAKÓW PODHALAÑSKI"",""2014"",""05"",29.3,"""",19.1,"""",2.4,"""",7.9,"""",.0,""8"",.0,""8"",276.4,"""",114.4,"""",""15"","""",0,"""",0,23,0"
"249190190,""MAKÓW PODHALAÑSKI"",""2014"",""06"",32.2,"""",22.0,"""",4.7,"""",9.2,"""",15.7,"""",.0,""8"",96.8,"""",34.9,"""",""30"","""",0,"""",0,14,0"
"249190190,""MAKÓW PODHALAÑSKI"",""2014"",""07"",32.5,"""",26.0,"""",6.9,"""",13.2,"""",19.2,"""",.0,""8"",242.5,"""",92.3,"""",""31"","""",0,"""",0,24,0"
"249190190,""MAKÓW PODHALAÑSKI"",""2014"",""08"",31.2,"""",22.8,"""",4.9,"""",11.7,"""",16.4,"""",.0,""8"",172.1,"""",25.7,"""",""10"","""",0,"""",0,22,0"
"249190190,""MAKÓW PODHALAÑSKI"",""2014"",""09"",25.8,"""",20.6,"""",2.6,"""",9.5,"""",13.7,"""",.0,""8"",110.0,"""",25.9,"""",""21"","""",0,"""",0,15,0"
"249190190,""MAKÓW PODHALAÑSKI"",""2014"",""10"",25.1,"""",16.3,"""",-3.6,"""",5.3,"""",.0,""8"",.0,""8"",87.0,"""",35.0,"""",""01"","""",0,"""",0,14,0"
"249190190,""MAKÓW PODHALAÑSKI"",""2014"",""11"",20.4,"""",11.5,"""",-4.4,"""",3.0,"""",6.3,"""",.0,""8"",33.3,"""",14.2,"""",""19"","""",0,"""",0,9,0"
"249190190,""MAKÓW PODHALAÑSKI"",""2014"",""12"",14.9,"""",5.2,"""",-18.4,"""",-2.1,"""",1.0,"""",.0,""8"",29.4,"""",9.5,"""",""16"","""",0,"""",0,15,0"
"249190350,""ZAWOJA"",""2014"",""01"",12.8,"""",4.5,"""",-16.0,"""",-3.4,"""",.1,"""",-17.9,"""",31.1,"""",10.0,"""",""09"","""",11,"""",10,5,6"
"249190350,""ZAWOJA"",""2014"",""02"",12.3,"""",7.9,"""",-6.4,"""",-.9,"""",2.8,"""",-12.8,"""",33.3,"""",14.2,"""",""12"","""",15,"""",4,4,4"
"249190350,""ZAWOJA"",""2014"",""03"",17.9,"""",10.7,"""",-4.9,"""",.3,"""",4.3,"""",-6.5,"""",124.6,"""",47.0,"""",""16"","""",10,"""",1,5,5"
"249190350,""ZAWOJA"",""2014"",""04"",18.9,"""",13.2,"""",-3.0,"""",3.2,"""",7.7,"""",-5.6,"""",92.0,"""",22.0,"""",""08"","""",0,"""",0,17,3"
"249190350,""ZAWOJA"",""2014"",""05"",26.8,"""",16.3,"""",-2.0,"""",6.7,"""",11.4,"""",-4.7,"""",360.9,"""",138.0,"""",""15"","""",0,"""",0,20,0"
"249190350,""ZAWOJA"",""2014"",""06"",29.3,"""",19.5,"""",3.0,"""",8.3,"""",14.0,"""",.5,"""",97.7,"""",37.5,"""",""30"","""",0,"""",0,12,0"
"249190350,""ZAWOJA"",""2014"",""07"",28.2,"""",22.7,"""",6.5,"""",12.2,"""",17.3,"""",3.9,"""",215.2,"""",45.5,"""",""31"","""",0,"""",0,18,0"
"249190350,""ZAWOJA"",""2014"",""08"",27.9,"""",20.4,"""",4.0,"""",10.1,"""",14.8,"""",.9,"""",172.4,"""",39.8,"""",""07"","""",0,"""",0,22,0"
"249190350,""ZAWOJA"",""2014"",""09"",22.5,"""",17.7,"""",.2,"""",8.5,"""",12.1,"""",-1.1,"""",142.7,"""",31.4,"""",""09"","""",0,"""",0,16,0"
"249190350,""ZAWOJA"",""2014"",""10"",21.4,"""",14.1,"""",-3.0,"""",4.9,"""",8.6,"""",-5.0,"""",89.5,"""",28.0,"""",""01"","""",0,"""",0,9,0"
"249190350,""ZAWOJA"",""2014"",""11"",16.7,"""",9.0,"""",-11.5,"""",2.8,"""",5.3,"""",-13.1,"""",31.6,"""",15.3,"""",""19"","""",1,"""",1,7,2"
"249190350,""ZAWOJA"",""2014"",""12"",11.9,"""",3.1,"""",-18.3,"""",-2.7,"""",.0,"""",-21.6,"""",77.6,"""",16.5,"""",""19"","""",14,"""",8,2,13"
"249190480,""LALIKI"",""2014"",""01"",11.2,"""",2.5,"""",-17.6,"""",-4.1,"""",-.9,"""",-21.0,"""",36.7,"""",11.5,"""",""20"","""",4,"""",9,8,11"
"249190480,""LALIKI"",""2014"",""02"",11.0,"""",6.6,"""",-8.0,"""",-1.8,"""",2.0,"""",-13.4,"""",29.4,"""",13.4,"""",""12"","""",12,"""",6,5,3"
"249190480,""LALIKI"",""2014"",""03"",18.1,"""",10.5,"""",-4.1,"""",-.2,"""",4.3,"""",-7.9,"""",90.3,"""",37.0,"""",""16"","""",4,"""",1,4,4"
"249190480,""LALIKI"",""2014"",""04"",19.6,"""",13.8,"""",-3.6,"""",3.3,"""",7.8,"""",-4.7,"""",113.3,"""",36.6,"""",""25"","""",0,"""",0,14,4"
"249190480,""LALIKI"",""2014"",""05"",25.0,"""",15.6,"""",-.5,"""",7.1,"""",11.1,"""",-2.9,"""",153.5,"""",60.6,"""",""15"","""",0,"""",0,17,0"
"249190480,""LALIKI"",""2014"",""06"",30.1,"""",20.0,"""",4.1,"""",8.7,"""",14.2,"""",3.0,"""",96.4,"""",45.8,"""",""30"","""",0,"""",0,10,0"
"249190480,""LALIKI"",""2014"",""07"",29.1,"""",23.6,"""",7.2,"""",13.1,"""",17.9,"""",4.0,"""",200.5,"""",61.3,"""",""31"","""",0,"""",0,22,0"
"249190480,""LALIKI"",""2014"",""08"",28.8,"""",20.1,"""",4.1,"""",10.7,"""",15.1,"""",3.3,"""",170.6,"""",23.8,"""",""13"","""",0,"""",0,24,0"
"249190480,""LALIKI"",""2014"",""09"",24.7,"""",18.1,"""",-.2,"""",8.9,"""",12.9,"""",-1.2,"""",103.3,"""",16.9,"""",""09"","""",0,"""",0,19,0"
"249190480,""LALIKI"",""2014"",""10"",22.1,"""",13.9,"""",-3.9,"""",5.1,"""",9.0,"""",-4.2,"""",61.8,"""",18.4,"""",""22"","""",0,"""",0,13,0"
"249190480,""LALIKI"",""2014"",""11"",17.0,"""",8.6,"""",-9.3,"""",2.4,"""",5.2,"""",-9.7,"""",31.8,"""",10.9,"""",""19"","""",2,"""",1,7,2"
"249190480,""LALIKI"",""2014"",""12"",7.7,"""",1.9,"""",-17.6,"""",-3.7,"""",-1.0,"""",-22.7,"""",73.7,"""",12.8,"""",""19"","""",17,"""",8,2,17"
"249190520,""OBIDOWA"",""2014"",""01"",10.3,"""",1.8,"""",-17.3,"""",-4.2,"""",-1.6,"""",.0,""8"",3.5,"""",1.1,"""",""22"","""",0,"""",0,5,4"
"249190520,""OBIDOWA"",""2014"",""02"",10.5,"""",5.9,"""",-7.1,"""",-2.3,"""",1.2,"""",.0,""8"",20.5,"""",8.7,"""",""12"","""",15,"""",9,5,2"
"249190520,""OBIDOWA"",""2014"",""03"",19.0,"""",9.8,"""",-3.6,"""",.0,"""",4.2,"""",.0,""8"",34.2,"""",9.2,"""",""16"","""",4,"""",1,5,3"
"249190520,""OBIDOWA"",""2014"",""04"",18.6,"""",12.6,"""",-1.2,"""",3.3,"""",7.3,"""",.0,""8"",83.4,"""",21.2,"""",""08"","""",0,"""",0,15,3"
"249190520,""OBIDOWA"",""2014"",""05"",25.6,"""",15.9,"""",-1.2,"""",6.2,"""",10.5,"""",.0,""8"",221.5,"""",100.7,"""",""15"","""",0,"""",0,19,0"
"249190520,""OBIDOWA"",""2014"",""06"",28.4,"""",18.6,"""",5.2,"""",8.9,"""",13.5,"""",.0,""8"",105.8,"""",47.5,"""",""25"","""",0,"""",0,12,0"
"249190520,""OBIDOWA"",""2014"",""07"",27.5,"""",22.0,"""",6.7,"""",12.9,"""",17.0,"""",.0,""8"",149.1,"""",34.8,"""",""11"","""",0,"""",0,14,0"
"249190520,""OBIDOWA"",""2014"",""08"",27.0,"""",19.6,"""",2.6,"""",10.1,"""",14.2,"""",.0,""8"",143.1,"""",21.2,"""",""05"","""",0,"""",0,22,0"
"249190520,""OBIDOWA"",""2014"",""09"",22.3,"""",17.4,"""",1.4,"""",8.2,"""",12.2,"""",.0,""8"",60.5,"""",17.5,"""",""21"","""",0,"""",0,12,0"
"249190520,""OBIDOWA"",""2014"",""10"",21.3,"""",12.8,"""",-3.0,"""",4.3,"""",7.8,"""",.0,""8"",72.2,"""",20.8,"""",""01"","""",0,"""",0,9,0"
"249190520,""OBIDOWA"",""2014"",""11"",16.8,"""",7.8,"""",-10.2,"""",.7,"""",3.7,"""",.0,""8"",22.7,"""",7.6,"""",""19"","""",5,"""",6,5,2"
"249190520,""OBIDOWA"",""2014"",""12"",8.2,"""",1.3,"""",-18.4,"""",-4.4,"""",-1.8,"""",.0,""8"",31.6,"""",7.0,"""",""16"","""",18,"""",19,5,10"
"249190560,""JAB£ONKA"",""2014"",""01"",11.2,"""",2.8,"""",-19.6,"""",-5.1,"""",-1.6,"""",.0,""8"",19.2,"""",5.1,"""",""20"","""",6,"""",11,8,9"
"249190560,""JAB£ONKA"",""2014"",""02"",11.9,"""",7.3,"""",-12.0,"""",-4.1,"""",.4,"""",.0,""8"",19.2,"""",7.0,"""",""12"","""",10,"""",6,6,3"
"249190560,""JAB£ONKA"",""2014"",""03"",19.0,"""",11.3,"""",-9.3,"""",-2.0,"""",3.4,"""",.0,""8"",61.7,"""",21.7,"""",""16"","""",6,"""",1,7,2"
"249190560,""JAB£ONKA"",""2014"",""04"",19.0,"""",14.1,"""",-4.9,"""",1.3,"""",7.0,"""",.0,""8"",69.1,"""",15.3,"""",""08"","""",0,"""",0,18,2"
"249190560,""JAB£ONKA"",""2014"",""05"",26.9,"""",17.3,"""",-5.3,"""",4.8,"""",11.0,"""",.0,""8"",196.9,"""",99.8,"""",""15"","""",0,"""",0,20,0"
"249190560,""JAB£ONKA"",""2014"",""06"",29.9,"""",20.4,"""",.5,"""",6.3,"""",13.7,"""",.0,""8"",60.3,"""",27.5,"""",""30"","""",0,"""",0,12,0"
"249190560,""JAB£ONKA"",""2014"",""07"",29.7,"""",23.7,"""",2.9,"""",11.1,"""",17.0,"""",.0,""8"",162.3,"""",41.7,"""",""22"","""",0,"""",0,21,0"
"249190560,""JAB£ONKA"",""2014"",""08"",27.9,"""",20.9,"""",2.2,"""",9.4,"""",14.5,"""",.0,""8"",103.9,"""",19.3,"""",""07"","""",0,"""",0,20,0"
"249190560,""JAB£ONKA"",""2014"",""09"",24.5,"""",19.1,"""",-.3,"""",7.2,"""",11.9,"""",.0,""8"",80.4,"""",18.8,"""",""06"","""",0,"""",0,16,0"
"249190560,""JAB£ONKA"",""2014"",""10"",22.8,"""",14.0,"""",-6.2,"""",3.1,"""",7.2,"""",.0,""8"",58.8,"""",17.5,"""",""22"","""",0,"""",0,9,0"
"249190560,""JAB£ONKA"",""2014"",""11"",16.8,"""",8.2,"""",-9.6,"""",.1,"""",3.4,"""",.0,""8"",24.8,"""",9.9,"""",""19"","""",12,"""",6,7,2"
"249190560,""JAB£ONKA"",""2014"",""12"",9.0,"""",2.0,"""",-23.5,"""",-3.8,"""",-1.0,"""",.0,""8"",37.7,"""",6.8,"""",""16"","""",10,"""",12,6,11"
"249190670,""POLANA CHOCHO£OWSKA"",""2014"",""01"",11.6,"""",3.1,"""",-18.0,"""",-4.5,"""",-1.1,"""",.0,""8"",48.1,"""",8.9,"""",""19"","""",10,"""",13,8,12"
"249190670,""POLANA CHOCHO£OWSKA"",""2014"",""02"",10.0,"""",5.2,"""",-7.4,"""",-2.1,"""",1.0,"""",.0,""8"",58.5,"""",18.9,"""",""12"","""",11,"""",11,3,8"
"249190670,""POLANA CHOCHO£OWSKA"",""2014"",""03"",18.4,"""",7.8,"""",-4.6,"""",-1.5,"""",2.1,"""",.0,""8"",126.2,"""",51.1,"""",""16"","""",23,"""",8,5,6"
"249190670,""POLANA CHOCHO£OWSKA"",""2014"",""04"",15.0,"""",9.8,"""",-3.4,"""",1.4,"""",4.9,"""",.0,""8"",147.4,"""",28.3,"""",""08"","""",30,"""",6,17,6"
"249190670,""POLANA CHOCHO£OWSKA"",""2014"",""05"",21.5,"""",12.6,"""",-2.5,"""",4.5,"""",8.4,"""",.0,""8"",425.2,"""",111.2,"""",""15"","""",2,"""",1,19,2"
"249190670,""POLANA CHOCHO£OWSKA"",""2014"",""06"",25.4,"""",15.6,"""",1.9,"""",6.6,"""",11.1,"""",.0,""8"",150.4,"""",43.0,"""",""30"","""",0,"""",0,15,0"
"249190670,""POLANA CHOCHO£OWSKA"",""2014"",""07"",24.0,"""",19.1,"""",3.7,"""",10.5,"""",14.5,"""",.0,""8"",246.0,"""",75.1,"""",""11"","""",0,"""",0,24,0"
"249190670,""POLANA CHOCHO£OWSKA"",""2014"",""08"",24.3,"""",17.4,"""",2.4,"""",8.3,"""",12.4,"""",.0,""8"",220.4,"""",30.9,"""",""05"","""",0,"""",0,21,0"
"249190670,""POLANA CHOCHO£OWSKA"",""2014"",""09"",20.1,"""",15.5,"""",-1.1,"""",6.7,"""",10.2,"""",.0,""8"",155.1,"""",35.8,"""",""11"","""",0,"""",0,20,0"
"249190670,""POLANA CHOCHO£OWSKA"",""2014"",""10"",19.4,"""",11.4,"""",-3.9,"""",3.5,"""",6.6,"""",.0,""8"",100.4,"""",27.8,"""",""22"","""",12,"""",3,11,2"
"249190670,""POLANA CHOCHO£OWSKA"",""2014"",""11"",13.7,"""",7.3,"""",-8.8,"""",1.4,"""",3.7,"""",.0,""8"",58.4,"""",22.8,"""",""07"","""",7,"""",6,6,4"
